MÊS,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PRECO MÍNIMO REVENDA,PRECO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PRECO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PRECO MÍNIMO DISTRIBUIÇÃO,PRECO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
Jul/03,GASOLINA COMUM,41828,R$/l,1.971,0.138,1.620,2.850,0.237,0.070,1.734,0.079,1.170,2.270,0.045
Aug/03,GASOLINA COMUM,35935,R$/l,1.975,0.132,1.630,2.850,0.240,0.067,1.735,0.077,1.158,2.137,0.044
Sep/03,GASOLINA COMUM,43291,R$/l,2.003,0.127,1.640,2.850,0.247,0.063,1.757,0.073,1.158,2.220,0.042
Oct/03,GASOLINA COMUM,37608,R$/l,1.997,0.128,1.620,2.850,0.243,0.064,1.755,0.069,1.190,2.390,0.039
Nov/03,GASOLINA COMUM,35911,R$/l,1.993,0.128,1.620,2.850,0.246,0.064,1.747,0.069,1.510,2.125,0.039
Dec/03,GASOLINA COMUM,44759,R$/l,1.998,0.125,1.610,2.850,0.246,0.063,1.753,0.070,1.451,2.149,0.040
Jan/04,GASOLINA COMUM,35766,R$/l,2.007,0.126,1.610,2.850,0.246,0.063,1.761,0.070,1.520,2.149,0.039
Feb/04,GASOLINA COMUM,35740,R$/l,2.003,0.131,1.610,2.850,0.254,0.065,1.749,0.075,1.490,2.158,0.043
Mar/04,GASOLINA COMUM,44631,R$/l,1.981,0.139,1.559,2.850,0.264,0.070,1.717,0.080,1.400,2.328,0.046
Apr/04,GASOLINA COMUM,35862,R$/l,1.972,0.140,1.560,2.850,0.263,0.071,1.709,0.080,1.370,2.188,0.047
May/04,GASOLINA COMUM,43335,R$/l,2.086,0.143,1.529,2.850,0.330,0.069,1.756,0.080,1.146,2.214,0.046
Jun/04,GASOLINA COMUM,56676,R$/l,2.157,0.148,1.560,2.890,0.347,0.069,1.810,0.088,1.170,2.735,0.049
Jul/04,GASOLINA COMUM,50174,R$/l,2.203,0.140,1.590,3.000,0.341,0.064,1.862,0.074,1.477,2.473,0.040
Aug/04,GASOLINA COMUM,60595,R$/l,2.226,0.139,1.690,3.000,0.337,0.062,1.889,0.075,1.325,2.258,0.040
Sep/04,GASOLINA COMUM,52104,R$/l,2.232,0.143,1.690,3.000,0.333,0.064,1.899,0.076,1.450,2.279,0.040
Oct/04,GASOLINA COMUM,49917,R$/l,2.262,0.145,1.690,3.100,0.339,0.064,1.923,0.080,1.475,2.325,0.042
Nov/04,GASOLINA COMUM,59375,R$/l,2.214,0.148,1.709,3.100,0.276,0.067,1.938,0.084,1.530,2.551,0.043
Dec/04,GASOLINA COMUM,52358,R$/l,2.303,0.146,1.849,3.100,0.296,0.063,2.007,0.081,1.518,2.510,0.040
Jan/05,GASOLINA COMUM,58210,R$/l,2.296,0.146,1.870,3.220,0.287,0.064,2.009,0.079,1.477,2.510,0.039
Feb/05,GASOLINA COMUM,46568,R$/l,2.285,0.150,1.920,3.220,0.280,0.066,2.005,0.078,1.477,2.444,0.039
Mar/05,GASOLINA COMUM,56656,R$/l,2.291,0.144,1.940,3.220,0.290,0.063,2.001,0.077,1.477,2.490,0.038
Apr/05,GASOLINA COMUM,49555,R$/l,2.302,0.157,1.929,3.200,0.289,0.068,2.013,0.090,1.477,2.565,0.045
May/05,GASOLINA COMUM,58946,R$/l,2.283,0.160,1.845,3.200,0.286,0.070,1.997,0.093,1.477,2.505,0.047
Jun/05,GASOLINA COMUM,52438,R$/l,2.256,0.172,1.698,3.200,0.286,0.076,1.970,0.097,1.477,2.529,0.049
Jul/05,GASOLINA COMUM,49437,R$/l,2.267,0.165,1.880,3.200,0.289,0.073,1.978,0.095,1.640,2.564,0.048
Aug/05,GASOLINA COMUM,31856,R$/l,2.273,0.162,1.889,3.200,0.293,0.071,1.980,0.093,1.735,2.552,0.047
Sep/05,GASOLINA COMUM,31701,R$/l,2.401,0.188,1.890,3.600,0.328,0.078,2.073,0.134,1.799,2.940,0.065
Oct/05,GASOLINA COMUM,43735,R$/l,2.470,0.161,1.979,3.370,0.295,0.065,2.175,0.097,1.729,2.834,0.045
Nov/05,GASOLINA COMUM,56700,R$/l,2.478,0.163,1.870,3.300,0.298,0.066,2.180,0.093,1.840,2.780,0.043
Dec/05,GASOLINA COMUM,49443,R$/l,2.483,0.162,2.040,3.300,0.295,0.065,2.188,0.094,1.950,2.800,0.043
Jan/06,GASOLINA COMUM,57239,R$/l,2.511,0.160,2.080,3.500,0.299,0.064,2.212,0.088,2.000,2.748,0.040
Feb/06,GASOLINA COMUM,42334,R$/l,2.523,0.160,2.070,3.300,0.307,0.063,2.216,0.087,2.000,2.788,0.039
Mar/06,GASOLINA COMUM,56264,R$/l,2.587,0.153,2.120,3.500,0.316,0.059,2.271,0.084,2.000,2.762,0.037
Apr/06,GASOLINA COMUM,46927,R$/l,2.595,0.158,2.155,3.300,0.308,0.061,2.287,0.082,2.000,2.779,0.036
May/06,GASOLINA COMUM,56298,R$/l,2.582,0.158,1.870,3.300,0.306,0.061,2.276,0.084,1.807,2.874,0.037
Jun/06,GASOLINA COMUM,49579,R$/l,2.545,0.172,2.140,3.300,0.299,0.068,2.246,0.084,1.834,2.707,0.037
Jul/06,GASOLINA COMUM,50363,R$/l,2.557,0.165,2.140,3.500,0.311,0.065,2.246,0.084,2.030,2.756,0.037
Aug/06,GASOLINA COMUM,57666,R$/l,2.559,0.166,2.089,3.300,0.308,0.065,2.251,0.084,1.910,2.747,0.037
Sep/06,GASOLINA COMUM,48062,R$/l,2.554,0.166,2.099,3.300,0.312,0.065,2.242,0.085,1.910,2.747,0.038
Oct/06,GASOLINA COMUM,47567,R$/l,2.547,0.164,2.149,3.500,0.317,0.064,2.230,0.086,2.000,2.722,0.039
Nov/06,GASOLINA COMUM,47122,R$/l,2.538,0.166,2.130,3.300,0.318,0.065,2.220,0.086,1.955,2.740,0.039
Dec/06,GASOLINA COMUM,42822,R$/l,2.531,0.166,2.120,3.300,0.332,0.066,2.199,0.090,2.000,2.696,0.041
Jan/07,GASOLINA COMUM,57029,R$/l,2.523,0.167,2.080,3.300,0.333,0.066,2.190,0.086,2.000,2.653,0.039
Feb/07,GASOLINA COMUM,49770,R$/l,2.516,0.167,1.960,3.300,0.333,0.066,2.183,0.086,1.701,2.626,0.039
Mar/07,GASOLINA COMUM,49574,R$/l,2.518,0.162,2.088,3.300,0.336,0.064,2.182,0.084,1.949,2.646,0.038
Apr/07,GASOLINA COMUM,49276,R$/l,2.532,0.154,2.119,3.310,0.327,0.061,2.205,0.082,1.910,2.637,0.037
May/07,GASOLINA COMUM,61607,R$/l,2.540,0.155,2.070,3.300,0.326,0.061,2.214,0.081,1.950,2.657,0.037
Jun/07,GASOLINA COMUM,49165,R$/l,2.527,0.157,2.079,3.300,0.345,0.062,2.182,0.087,1.958,2.620,0.040
Jul/07,GASOLINA COMUM,57896,R$/l,2.507,0.160,2.090,3.300,0.361,0.064,2.146,0.092,1.905,2.592,0.043
Aug/07,GASOLINA COMUM,41748,R$/l,2.487,0.164,2.070,3.300,0.356,0.066,2.131,0.091,1.908,2.699,0.043
Sep/07,GASOLINA COMUM,34809,R$/l,2.471,0.170,2.000,3.300,0.349,0.069,2.122,0.090,1.930,2.690,0.042
Oct/07,GASOLINA COMUM,43783,R$/l,2.475,0.167,2.070,3.300,0.357,0.067,2.118,0.089,1.920,2.874,0.042
Nov/07,GASOLINA COMUM,34848,R$/l,2.487,0.162,2.099,3.330,0.356,0.065,2.131,0.087,1.923,2.588,0.041
Dec/07,GASOLINA COMUM,38031,R$/l,2.509,0.159,2.099,3.300,0.353,0.063,2.156,0.087,1.900,2.584,0.040
Jan/08,GASOLINA COMUM,40313,R$/l,2.505,0.158,2.090,3.300,0.346,0.063,2.159,0.086,1.943,2.608,0.040
Feb/08,GASOLINA COMUM,34858,R$/l,2.488,0.169,2.019,3.300,0.339,0.068,2.149,0.090,1.901,2.584,0.042
Mar/08,GASOLINA COMUM,34901,R$/l,2.493,0.162,2.059,3.350,0.343,0.065,2.150,0.089,1.880,2.624,0.041
Apr/08,GASOLINA COMUM,43667,R$/l,2.493,0.161,2.059,3.350,0.338,0.065,2.155,0.089,1.900,2.624,0.041
May/08,GASOLINA COMUM,35086,R$/l,2.494,0.160,1.950,3.350,0.337,0.064,2.157,0.089,1.840,2.595,0.041
Jun/08,GASOLINA COMUM,35248,R$/l,2.490,0.161,2.069,3.300,0.334,0.065,2.156,0.090,1.918,2.595,0.042
Jul/08,GASOLINA COMUM,44034,R$/l,2.495,0.160,2.049,3.300,0.334,0.064,2.161,0.091,1.900,2.593,0.042
Aug/08,GASOLINA COMUM,35120,R$/l,2.500,0.159,2.069,3.300,0.329,0.064,2.171,0.090,1.843,2.628,0.041
Sep/08,GASOLINA COMUM,35278,R$/l,2.506,0.155,2.099,3.330,0.333,0.062,2.173,0.091,1.937,2.817,0.042
Oct/08,GASOLINA COMUM,44140,R$/l,2.508,0.154,1.390,3.330,0.331,0.061,2.177,0.089,1.950,2.800,0.041
Nov/08,GASOLINA COMUM,35239,R$/l,2.513,0.151,2.157,3.330,0.333,0.060,2.180,0.088,1.932,2.800,0.040
Dec/08,GASOLINA COMUM,44117,R$/l,2.518,0.153,2.170,3.330,0.337,0.061,2.181,0.088,1.950,2.800,0.040
Jan/09,GASOLINA COMUM,35207,R$/l,2.516,0.155,2.149,3.330,0.335,0.062,2.181,0.088,1.950,2.733,0.040
Feb/09,GASOLINA COMUM,35163,R$/l,2.518,0.154,2.099,3.340,0.337,0.061,2.181,0.090,1.920,2.710,0.041
Mar/09,GASOLINA COMUM,41341,R$/l,2.514,0.157,1.990,3.340,0.338,0.062,2.176,0.093,1.877,2.710,0.043
Apr/09,GASOLINA COMUM,37968,R$/l,2.500,0.157,2.090,3.330,0.340,0.063,2.160,0.097,1.810,2.710,0.045
May/09,GASOLINA COMUM,35271,R$/l,2.487,0.163,2.059,3.330,0.336,0.066,2.151,0.098,1.830,2.700,0.046
Jun/09,GASOLINA COMUM,40658,R$/l,2.488,0.165,2.099,3.330,0.345,0.066,2.143,0.100,1.791,2.700,0.047
Jul/09,GASOLINA COMUM,38666,R$/l,2.492,0.157,2.088,3.330,0.341,0.063,2.151,0.097,1.820,2.700,0.045
Aug/09,GASOLINA COMUM,18357,R$/l,2.498,0.156,2.049,3.330,0.339,0.062,2.159,0.096,1.828,2.700,0.044
Sep/09,GASOLINA COMUM,18424,R$/l,2.488,0.150,2.043,3.333,0.323,0.060,2.165,0.095,1.657,2.790,0.044
Oct/09,GASOLINA COMUM,26218,R$/l,2.528,0.150,2.050,3.390,0.326,0.059,2.202,0.099,1.528,2.859,0.045
Nov/09,GASOLINA COMUM,31319,R$/l,2.551,0.146,1.963,3.500,0.331,0.057,2.220,0.096,1.111,2.819,0.043
Dec/09,GASOLINA COMUM,35282,R$/l,2.556,0.144,2.059,3.330,0.331,0.056,2.225,0.094,1.620,2.877,0.042
Jan/10,GASOLINA COMUM,30979,R$/l,2.586,0.138,2.119,3.330,0.333,0.053,2.253,0.091,1.549,2.665,0.040
Feb/10,GASOLINA COMUM,32503,R$/l,2.611,0.144,2.040,3.490,0.341,0.055,2.270,0.094,1.624,2.744,0.041
Mar/10,GASOLINA COMUM,42412,R$/l,2.578,0.160,2.115,3.499,0.349,0.062,2.229,0.098,1.310,2.955,0.044
Apr/10,GASOLINA COMUM,34423,R$/l,2.555,0.166,2.117,3.330,0.357,0.065,2.198,0.097,1.643,2.990,0.044
May/10,GASOLINA COMUM,35934,R$/l,2.550,0.165,2.115,3.390,0.348,0.065,2.202,0.101,1.556,2.746,0.046
Jun/10,GASOLINA COMUM,41355,R$/l,2.534,0.171,2.090,3.500,0.343,0.067,2.191,0.100,1.554,2.753,0.046
Jul/10,GASOLINA COMUM,34592,R$/l,2.534,0.168,1.899,3.350,0.341,0.066,2.193,0.098,1.839,2.754,0.045
Aug/10,GASOLINA COMUM,40852,R$/l,2.542,0.161,2.089,3.500,0.338,0.063,2.204,0.094,1.688,2.600,0.043
Sep/10,GASOLINA COMUM,37097,R$/l,2.544,0.159,2.090,3.470,0.332,0.063,2.212,0.096,1.822,2.740,0.043
Oct/10,GASOLINA COMUM,34698,R$/l,2.572,0.154,2.129,3.390,0.335,0.060,2.237,0.097,1.822,2.736,0.043
Nov/10,GASOLINA COMUM,42551,R$/l,2.589,0.153,2.149,3.390,0.331,0.059,2.258,0.096,1.761,2.736,0.043
Dec/10,GASOLINA COMUM,35557,R$/l,2.602,0.148,2.179,3.330,0.338,0.057,2.264,0.095,1.931,2.917,0.042
Jan/11,GASOLINA COMUM,38727,R$/l,2.612,0.148,2.179,3.340,0.335,0.057,2.277,0.097,1.950,2.970,0.043
Feb/11,GASOLINA COMUM,30554,R$/l,2.622,0.145,2.149,3.390,0.338,0.055,2.284,0.092,1.804,2.884,0.040
Mar/11,GASOLINA COMUM,43565,R$/l,2.670,0.146,2.019,3.500,0.342,0.055,2.328,0.101,1.817,2.935,0.043
Apr/11,GASOLINA COMUM,34850,R$/l,2.824,0.146,2.329,3.559,0.351,0.052,2.473,0.118,1.689,2.998,0.048
May/11,GASOLINA COMUM,41022,R$/l,2.842,0.153,2.299,3.619,0.354,0.054,2.488,0.134,1.378,2.956,0.054
Jun/11,GASOLINA COMUM,37301,R$/l,2.738,0.156,2.268,3.629,0.378,0.057,2.360,0.121,1.467,2.830,0.051
Jul/11,GASOLINA COMUM,34782,R$/l,2.735,0.152,2.270,3.540,0.375,0.056,2.360,0.109,2.000,2.850,0.046
Aug/11,GASOLINA COMUM,42852,R$/l,2.736,0.149,2.199,3.670,0.372,0.054,2.364,0.107,1.998,2.900,0.045
Sep/11,GASOLINA COMUM,35324,R$/l,2.742,0.153,2.229,3.690,0.365,0.056,2.377,0.109,2.083,2.900,0.046
Oct/11,GASOLINA COMUM,38927,R$/l,2.750,0.152,2.209,3.719,0.371,0.055,2.379,0.108,2.022,2.980,0.045
Nov/11,GASOLINA COMUM,39189,R$/l,2.746,0.153,2.279,3.719,0.367,0.056,2.379,0.109,2.000,2.980,0.046
Dec/11,GASOLINA COMUM,34893,R$/l,2.750,0.148,2.279,3.679,0.373,0.054,2.377,0.108,2.010,2.899,0.045
Jan/12,GASOLINA COMUM,41443,R$/l,2.743,0.151,2.259,3.599,0.368,0.055,2.375,0.108,2.001,2.855,0.045
Feb/12,GASOLINA COMUM,36060,R$/l,2.734,0.155,2.290,3.690,0.380,0.057,2.354,0.113,2.023,2.855,0.048
Mar/12,GASOLINA COMUM,35411,R$/l,2.740,0.149,2.259,3.690,0.385,0.054,2.355,0.110,2.032,2.950,0.047
Apr/12,GASOLINA COMUM,35411,R$/l,2.742,0.150,2.259,3.690,0.377,0.055,2.365,0.109,2.010,2.855,0.046
May/12,GASOLINA COMUM,42736,R$/l,2.737,0.154,2.199,3.719,0.371,0.056,2.366,0.111,2.000,2.855,0.047
Jun/12,GASOLINA COMUM,34762,R$/l,2.731,0.156,2.199,3.719,0.369,0.057,2.362,0.111,2.012,2.961,0.047
Jul/12,GASOLINA COMUM,39703,R$/l,2.729,0.158,2.199,3.739,0.369,0.058,2.360,0.111,2.020,2.960,0.047
Aug/12,GASOLINA COMUM,38425,R$/l,2.725,0.162,2.199,3.739,0.369,0.059,2.356,0.114,2.000,2.950,0.048
Sep/12,GASOLINA COMUM,34710,R$/l,2.723,0.161,2.249,3.769,0.365,0.059,2.358,0.113,2.000,2.900,0.048
Oct/12,GASOLINA COMUM,42544,R$/l,2.731,0.157,2.189,3.799,0.378,0.057,2.353,0.112,1.989,2.900,0.048
Nov/12,GASOLINA COMUM,35563,R$/l,2.747,0.152,2.229,3.799,0.394,0.055,2.353,0.110,2.021,2.927,0.047
Dec/12,GASOLINA COMUM,36046,R$/l,2.754,0.147,2.269,3.799,0.387,0.053,2.367,0.107,2.014,2.890,0.045
Jul/01,GLP,8853,R$/13kg,17.195,2.113,12.000,24.500,2.696,0.123,14.499,1.754,6.362,22.750,0.121
Aug/01,GLP,12299,R$/13kg,17.703,2.012,12.500,27.000,2.871,0.114,14.832,1.706,5.750,25.000,0.115
Sep/01,GLP,14405,R$/13kg,17.900,2.019,12.500,29.000,2.948,0.113,14.951,1.835,6.629,25.000,0.123
Oct/01,GLP,19190,R$/13kg,18.732,2.026,12.000,30.500,3.479,0.108,15.254,1.927,6.277,28.000,0.126
Nov/01,GLP,16373,R$/13kg,18.869,2.025,12.000,31.000,3.410,0.107,15.459,2.012,6.205,28.000,0.130
Dec/01,GLP,18400,R$/13kg,18.694,2.100,11.000,32.000,3.338,0.112,15.355,2.123,5.900,27.000,0.138
Jan/02,GLP,20451,R$/13kg,21.849,2.282,12.900,35.000,4.463,0.104,17.387,2.490,6.386,29.000,0.143
Feb/02,GLP,18244,R$/13kg,21.940,2.081,15.000,32.150,3.749,0.095,18.191,2.099,7.300,26.470,0.115
Mar/02,GLP,18578,R$/13kg,21.842,2.074,14.000,30.500,3.611,0.095,18.232,2.131,7.500,26.470,0.117
Apr/02,GLP,22880,R$/13kg,24.054,2.397,15.500,35.000,4.627,0.100,19.427,2.521,7.893,30.000,0.130
May/02,GLP,21445,R$/13kg,23.449,2.775,14.500,35.000,3.712,0.118,19.737,2.626,10.409,31.000,0.133
Jun/02,GLP,23729,R$/13kg,25.472,2.495,16.000,38.000,4.624,0.098,20.848,2.807,9.969,33.000,0.135
Jul/02,GLP,35334,R$/13kg,26.317,2.645,18.000,38.000,4.457,0.101,21.860,2.757,13.000,33.670,0.126
Aug/02,GLP,30050,R$/13kg,25.260,2.736,18.000,38.500,3.569,0.108,21.691,2.821,13.007,36.000,0.130
Sep/02,GLP,25706,R$/13kg,23.330,2.197,15.000,38.500,3.062,0.094,20.267,2.909,12.900,36.000,0.144
Oct/02,GLP,27075,R$/13kg,23.093,2.188,16.990,38.500,3.541,0.095,19.552,2.492,10.596,36.000,0.127
Nov/02,GLP,23574,R$/13kg,26.499,2.558,16.990,42.000,5.128,0.097,21.371,2.956,13.000,40.000,0.138
Dec/02,GLP,28512,R$/13kg,28.046,2.505,19.900,44.000,4.720,0.089,23.326,2.881,14.500,42.000,0.124
Jan/03,GLP,24101,R$/13kg,29.346,2.710,19.000,45.000,4.604,0.092,24.742,2.857,15.900,37.000,0.115
Feb/03,GLP,23231,R$/13kg,28.931,2.945,17.800,48.900,4.115,0.102,24.816,2.982,16.700,37.000,0.120
Mar/03,GLP,24904,R$/13kg,28.876,2.722,19.000,48.900,4.202,0.094,24.674,2.966,16.700,36.830,0.120
Apr/03,GLP,27520,R$/13kg,29.652,2.473,22.900,48.900,4.376,0.083,25.277,2.658,16.288,36.780,0.105
May/03,GLP,23194,R$/13kg,29.652,2.338,23.990,48.900,4.280,0.079,25.373,2.546,17.709,36.830,0.100
Jun/03,GLP,24725,R$/13kg,29.531,2.263,23.800,48.900,4.196,0.077,25.335,2.467,17.720,36.830,0.097
Jul/03,GLP,25787,R$/13kg,29.337,2.289,23.500,48.900,4.054,0.078,25.283,2.506,17.420,36.830,0.099
Aug/03,GLP,21260,R$/13kg,29.152,2.288,22.000,48.900,4.039,0.078,25.113,2.507,17.420,44.000,0.100
Sep/03,GLP,31215,R$/13kg,29.230,2.308,23.000,48.900,4.081,0.079,25.150,2.545,17.420,44.000,0.101
Oct/03,GLP,21497,R$/13kg,29.039,2.319,22.500,48.900,4.145,0.080,24.894,2.540,17.420,36.830,0.102
Nov/03,GLP,20309,R$/13kg,28.873,2.379,22.500,48.900,4.100,0.082,24.773,2.582,17.289,44.000,0.104
Dec/03,GLP,25099,R$/13kg,28.795,2.383,22.000,48.900,4.148,0.083,24.648,2.594,17.420,36.180,0.105
Jan/04,GLP,20012,R$/13kg,29.045,2.242,22.990,48.900,4.176,0.077,24.868,2.448,19.000,36.120,0.098
Feb/04,GLP,19895,R$/13kg,29.210,2.229,23.000,48.900,4.270,0.076,24.941,2.440,16.530,35.500,0.098
Mar/04,GLP,24683,R$/13kg,29.445,2.170,22.900,48.900,4.363,0.074,25.082,2.393,17.050,37.350,0.095
Apr/04,GLP,19619,R$/13kg,30.178,2.246,23.000,48.900,4.601,0.074,25.577,2.277,19.500,36.000,0.089
May/04,GLP,24358,R$/13kg,32.201,2.396,22.990,48.900,5.683,0.074,26.518,2.424,17.480,38.000,0.091
Jun/04,GLP,34122,R$/13kg,32.236,2.434,22.990,46.000,5.599,0.076,26.637,2.449,18.450,38.000,0.092
Jul/04,GLP,29422,R$/13kg,32.226,2.482,22.990,46.000,5.550,0.077,26.676,2.441,19.000,38.000,0.092
Aug/04,GLP,35473,R$/13kg,32.175,2.499,22.990,45.000,5.601,0.078,26.574,2.482,18.500,38.000,0.093
Sep/04,GLP,31243,R$/13kg,32.030,2.503,22.900,46.000,5.610,0.078,26.420,2.484,18.460,36.000,0.094
Oct/04,GLP,29490,R$/13kg,32.022,2.489,22.900,46.000,5.715,0.078,26.307,2.496,17.822,39.350,0.095
Nov/04,GLP,35385,R$/13kg,30.319,2.448,22.990,45.000,5.307,0.081,25.012,2.384,19.000,37.750,0.095
Dec/04,GLP,30432,R$/13kg,30.347,2.463,23.000,45.000,5.377,0.081,24.970,2.588,19.000,38.000,0.104
Jan/05,GLP,34757,R$/13kg,30.228,2.481,22.000,45.000,5.357,0.082,24.871,2.550,18.500,37.750,0.103
Feb/05,GLP,28641,R$/13kg,30.112,2.569,22.000,44.000,5.357,0.085,24.755,2.583,19.000,37.750,0.104
Mar/05,GLP,31247,R$/13kg,30.177,2.495,22.000,45.000,5.413,0.083,24.764,2.667,17.510,37.750,0.108
Apr/05,GLP,29006,R$/13kg,30.130,2.494,21.990,45.000,5.482,0.083,24.648,2.674,19.000,38.000,0.108
May/05,GLP,35374,R$/13kg,30.006,2.526,21.990,45.000,5.432,0.084,24.574,2.702,18.900,35.870,0.110
Jun/05,GLP,29460,R$/13kg,29.988,2.507,22.000,45.000,5.353,0.084,24.635,2.714,17.472,35.870,0.110
Jul/05,GLP,28671,R$/13kg,29.975,2.535,22.000,46.000,5.348,0.085,24.627,2.720,19.000,37.750,0.110
Aug/05,GLP,17008,R$/13kg,29.928,2.560,21.990,46.000,5.332,0.086,24.596,2.790,17.000,37.540,0.113
Sep/05,GLP,13770,R$/13kg,29.938,2.765,22.000,46.000,4.937,0.092,25.001,2.752,17.000,36.700,0.110
Oct/05,GLP,22581,R$/13kg,30.076,2.728,21.990,45.000,5.047,0.091,25.029,2.780,15.343,39.200,0.111
Nov/05,GLP,35855,R$/13kg,30.244,2.664,23.000,44.000,5.152,0.088,25.092,2.709,15.343,40.000,0.108
Dec/05,GLP,35216,R$/13kg,30.498,2.695,22.000,45.000,5.249,0.088,25.249,2.721,17.350,38.000,0.108
Jan/06,GLP,37762,R$/13kg,30.749,2.615,23.000,45.000,5.483,0.085,25.266,2.594,17.500,38.000,0.103
Feb/06,GLP,32224,R$/13kg,30.934,2.603,23.990,45.000,5.324,0.084,25.610,2.648,17.100,38.000,0.103
